,水温,Ph,溶解氧(mg/L),浊度(NTU),电导率(uS/cm)
2533,0.370535714,0.139805825,0.58490566,0.043070127,0.332843497
2534,0.330357143,0.13592233,0.582303188,0.032026505,0.343864805
2535,0.330357143,0.132038835,0.594664932,0.046107123,0.326965467
2536,0.361607143,0.13592233,0.579050098,0.04942021,0.313739897
2537,0.357142857,0.133980583,0.579700716,0.055770293,0.309331374
2538,0.325892857,0.130097087,0.579050098,0.040309221,0.312270389
2539,0.321428571,0.12815534,0.594014314,0.051352844,0.30859662
2540,0.348214286,0.130097087,0.580351334,0.050524572,0.303453343
2541,0.352678571,0.132038835,0.587508133,0.053837659,0.304188097
2542,0.316964286,0.126213592,0.575797007,0.037824406,0.30859662
2543,0.316964286,0.124271845,0.591411841,0.045002761,0.307861866
2544,0.34375,0.130097087,0.580351334,0.042241855,0.303453343
2545,0.34375,0.130097087,0.577748861,0.03975704,0.302718589
2546,0.316964286,0.124271845,0.570592062,0.031474324,0.32182219
2547,0.321428571,0.122330097,0.58490566,0.041413584,0.315944159
2548,0.352678571,0.130097087,0.576447625,0.042517946,0.303453343
2549,0.375,0.130097087,0.569290826,0.042517946,0.302718589
2550,0.370535714,0.141747573,0.576447625,0.041137493,0.362968406
2551,0.375,0.132038835,0.579050098,0.045002761,0.304922851
2552,0.348214286,0.132038835,0.591411841,0.044174489,0.307861866
2553,0.379464286,0.133980583,0.577748861,0.046383214,0.303453343
2554,0.34375,0.139805825,0.593363696,0.036996135,0.298310066
2555,0.34375,0.133980583,0.602472349,0.043622308,0.302718589
2556,0.379464286,0.14368932,0.582953806,0.040033131,0.304188097
2557,0.379464286,0.139805825,0.580351334,0.037824406,0.286554004
2558,0.334821429,0.13592233,0.591411841,0.028437327,0.285084497
2559,0.334821429,0.130097087,0.604424203,0.03451132,0.287288758
2560,0.370535714,0.137864078,0.586206897,0.038652678,0.279206466
2561,0.370535714,0.137864078,0.582303188,0.046383214,0.279206466
2562,0.325892857,0.133980583,0.586857515,0.035339591,0.282880235
2563,0.325892857,0.126213592,0.60897853,0.049972391,0.281410727
2564,0.352678571,0.133980583,0.586206897,0.053285478,0.274063189
2565,0.348214286,0.132038835,0.576447625,0.048315848,0.278471712
2566,0.308035714,0.122330097,0.575146389,0.032026505,0.285084497
2567,0.308035714,0.118446602,0.59531555,0.042794036,0.285084497
2568,0.339285714,0.12815534,0.580351334,0.038928769,0.278471712
2569,0.34375,0.12815534,0.577748861,0.043898399,0.274063189
2570,0.316964286,0.126213592,0.576447625,0.027885146,0.282145481
2571,0.325892857,0.12038835,0.599869876,0.036996135,0.27994122
2572,0.375,0.130097087,0.562134027,0.038100497,0.288023512
2573,0.388392857,0.126213592,0.556929083,0.038928769,0.293901543
2574,0.334821429,0.126213592,0.572543917,0.031474324,0.28949302
2575,0.348214286,0.124271845,0.596616786,0.045002761,0.283614989
2576,0.392857143,0.133980583,0.575146389,0.047763666,0.278471712
2577,0.397321429,0.13592233,0.566037736,0.047763666,0.280675974
2578,0.34375,0.137864078,0.592062459,0.033406957,0.292432035
2579,0.348214286,0.133980583,0.607677293,0.047487576,0.292432035
2580,0.397321429,0.14368932,0.570592062,0.041689674,0.290962528
2581,0.397321429,0.14368932,0.570592062,0.036720044,0.291697281
2582,0.339285714,0.139805825,0.590761223,0.028437327,0.298310066
2583,0.334821429,0.132038835,0.603773585,0.038928769,0.298310066
2584,0.375,0.137864078,0.574495771,0.03948095,0.286554004
2585,0.370535714,0.13592233,0.573194535,0.041413584,0.287288758
2586,0.321428571,0.130097087,0.586857515,0.031474324,0.296840558
2587,0.321428571,0.126213592,0.613532856,0.048868029,0.306392359
2588,0.361607143,0.133980583,0.573845153,0.048868029,0.295371051
2589,0.357142857,0.132038835,0.58165257,0.045831033,0.293901543
2590,0.316964286,0.124271845,0.579050098,0.031474324,0.296840558
2591,0.3125,0.118446602,0.604424203,0.044174489,0.299779574
2592,0.348214286,0.130097087,0.585556278,0.042241855,0.29904482
2593,0.352678571,0.130097087,0.573845153,0.041965765,0.292432035
2594,0.316964286,0.124271845,0.57839948,0.028437327,0.295371051
2595,0.330357143,0.124271845,0.601171113,0.037824406,0.304188097
2596,0.388392857,0.132038835,0.570592062,0.038100497,0.292432035
2597,0.40625,0.12815534,0.553025374,0.038376588,0.284349743
2598,0.34375,0.124271845,0.573845153,0.029265599,0.304922851
2599,0.361607143,0.124271845,0.58490566,0.041965765,0.298310066
2600,0.419642857,0.137864078,0.561483409,0.045831033,0.28949302
2601,0.419642857,0.13592233,0.560182173,0.045831033,0.287288758
2602,0.348214286,0.13592233,0.583604424,0.033130867,0.301983835
2603,0.357142857,0.132038835,0.59856864,0.042241855,0.311535636
2604,0.415178571,0.14368932,0.565387118,0.042517946,0.303453343
2605,0.415178571,0.141747573,0.56798959,0.042241855,0.302718589
2606,0.348214286,0.141747573,0.595966168,0.028989509,0.310066128
2607,0.348214286,0.137864078,0.612882238,0.037824406,0.314474651
2608,0.401785714,0.147572816,0.586857515,0.037824406,0.310066128
2609,0.401785714,0.139805825,0.575146389,0.03975704,0.293166789
2610,0.339285714,0.137864078,0.59531555,0.031750414,0.293901543
2611,0.339285714,0.126213592,0.601171113,0.042241855,0.300514328
2612,0.397321429,0.139805825,0.572543917,0.042794036,0.32182219
2613,0.397321429,0.141747573,0.575146389,0.043346218,0.339456282
2614,0.34375,0.13592233,0.592062459,0.030093871,0.342395298
2615,0.339285714,0.130097087,0.599219258,0.046935395,0.328434974
2616,0.383928571,0.141747573,0.583604424,0.057426836,0.335782513
2617,0.388392857,0.14368932,0.577748861,0.055218112,0.318883174
2618,0.339285714,0.139805825,0.590110605,0.032578686,0.30859662
2619,0.352678571,0.137864078,0.607026675,0.041689674,0.298310066
2620,0.428571429,0.147572816,0.571893299,0.042794036,0.302718589
2621,0.441964286,0.155339806,0.572543917,0.043898399,0.315209405
2622,0.379464286,0.155339806,0.606376057,0.034235229,0.343130051
2623,0.397321429,0.149514563,0.605725439,0.048591938,0.339456282
2624,0.446428571,0.161165049,0.582303188,0.055218112,0.317413666
2625,0.450892857,0.163106796,0.575797007,0.0496963,0.311535636
2626,0.379464286,0.163106796,0.605725439,0.035615682,0.31814842
2627,0.383928571,0.153398058,0.618087183,0.053561568,0.321087436
2628,0.446428571,0.163106796,0.580351334,0.059083379,0.30859662
2629,0.446428571,0.168932039,0.583604424,0.05438984,0.315209405
2630,0.383928571,0.198058252,0.638906962,0.02981778,0.324026451
2631,0.383928571,0.176699029,0.636304489,0.048591938,0.33137399
2632,0.424107143,0.172815534,0.597918022,0.045554942,0.347538575
2633,0.424107143,0.163106796,0.581001952,0.046659304,0.329169728
2634,0.361607143,0.153398058,0.599869876,0.035339591,0.341660544
2635,0.361607143,0.14368932,0.603122967,0.051352844,0.354151359
2636,0.410714286,0.151456311,0.576447625,0.048591938,0.352681852
2637,0.415178571,0.153398058,0.575797007,0.048591938,0.352681852
2638,0.361607143,0.149514563,0.590761223,0.031750414,0.368111683
2639,0.361607143,0.141747573,0.601821731,0.045002761,0.367376929
2640,0.40625,0.151456311,0.583604424,0.063500828,0.357825129
2641,0.40625,0.153398058,0.576447625,0.056874655,0.353416605
2642,0.361607143,0.147572816,0.591411841,0.033130867,0.355620867
2643,0.366071429,0.14368932,0.601821731,0.045278851,0.352681852
2644,0.424107143,0.157281553,0.577098243,0.042517946,0.353416605
2645,0.433035714,0.161165049,0.586857515,0.043346218,0.351947098
2646,0.375,0.163106796,0.605074821,0.032302595,0.37325496
2647,0.379464286,0.155339806,0.620039037,0.050524572,0.376193975
2648,0.424107143,0.166990291,0.594014314,0.052733297,0.371785452
2649,0.424107143,0.168932039,0.594014314,0.053561568,0.36958119
2650,0.375,0.170873786,0.610930384,0.034235229,0.387950037
2651,0.379464286,0.163106796,0.627195836,0.053561568,0.396032329
2652,0.415178571,0.174757282,0.605074821,0.053837659,0.390154298
2653,0.40625,0.172815534,0.601171113,0.048868029,0.39235856
2654,0.366071429,0.166990291,0.608327912,0.031474324,0.396767083
2655,0.361607143,0.155339806,0.618737801,0.043070127,0.400440852
2656,0.397321429,0.165048544,0.599219258,0.041965765,0.402645114
2657,0.401785714,0.161165049,0.596616786,0.042517946,0.406318883
2658,0.366071429,0.153398058,0.594664932,0.030922142,0.420279206
2659,0.361607143,0.14368932,0.605074821,0.046383214,0.429831007
2660,0.388392857,0.153398058,0.59531555,0.047487576,0.432035268
2661,0.388392857,0.153398058,0.591411841,0.043070127,0.438648053
2662,0.361607143,0.145631068,0.584255042,0.031198233,0.445260838
2663,0.352678571,0.13592233,0.605725439,0.041413584,0.451873622
2664,0.379464286,0.145631068,0.585556278,0.043622308,0.454812638
2665,0.383928571,0.147572816,0.583604424,0.04472667,0.446730345
2666,0.361607143,0.149514563,0.590761223,0.035063501,0.447465099
2667,0.370535714,0.139805825,0.607026675,0.045554942,0.441587068
2668,0.419642857,0.155339806,0.575146389,0.042241855,0.435709037
2669,0.4375,0.147572816,0.567338972,0.040585312,0.433504776
2670,0.392857143,0.151456311,0.586857515,0.031198233,0.462160176
2671,0.40625,0.149514563,0.608327912,0.045002761,0.456282145
2672,0.450892857,0.165048544,0.582953806,0.045831033,0.454077884
2673,0.455357143,0.174757282,0.59856864,0.045554942,0.45334313
2674,0.40625,0.174757282,0.609629148,0.036443954,0.456282145
2675,0.40625,0.168932039,0.623942746,0.052733297,0.457751653
2676,0.446428571,0.174757282,0.588158751,0.04445058,0.459955915
2677,0.441964286,0.182524272,0.600520494,0.061016013,0.457751653
2678,0.401785714,0.180582524,0.611581002,0.042517946,0.461425422
2679,0.401785714,0.180582524,0.626545218,0.051628934,0.475385746
2680,0.441964286,0.184466019,0.599219258,0.045554942,0.454077884
2681,0.441964286,0.182524272,0.593363696,0.047487576,0.464364438
2682,0.397321429,0.172815534,0.606376057,0.036720044,0.465099192
2683,0.392857143,0.155339806,0.608327912,0.051352844,0.470242469
2684,0.433035714,0.163106796,0.58165257,0.048315848,0.469507715
2685,0.433035714,0.161165049,0.586206897,0.052457206,0.469507715
2686,0.392857143,0.153398058,0.589459987,0.032578686,0.4761205
2687,0.388392857,0.145631068,0.605725439,0.043898399,0.478324761
2688,0.424107143,0.159223301,0.588809369,0.043898399,0.475385746
2689,0.433035714,0.159223301,0.579050098,0.043898399,0.474650992
2690,0.401785714,0.155339806,0.585556278,0.032854776,0.478324761
2691,0.415178571,0.159223301,0.604424203,0.041413584,0.482733284
2692,0.486607143,0.165048544,0.570592062,0.048315848,0.464364438
2693,0.508928571,0.176699029,0.576447625,0.048868029,0.457016899
2694,0.441964286,0.176699029,0.601821731,0.032302595,0.478324761
2695,0.46875,0.170873786,0.601171113,0.046935395,0.475385746
2696,0.517857143,0.19223301,0.586857515,0.052181115,0.467303453
2697,0.517857143,0.201941748,0.594014314,0.057702927,0.461425422
2698,0.450892857,0.211650485,0.62914769,0.039204859,0.474650992
2699,0.455357143,0.194174757,0.626545218,0.053837659,0.473181484
2700,0.508928571,0.205825243,0.590110605,0.04942021,0.47244673
2701,0.504464286,0.2,0.586857515,0.047487576,0.470242469
2702,0.4375,0.209708738,0.630448926,0.032854776,0.484202792
2703,0.441964286,0.196116505,0.633051399,0.046107123,0.487876561
2704,0.491071429,0.2,0.594664932,0.045554942,0.487876561
2705,0.486607143,0.184466019,0.58165257,0.04942021,0.483468038
2706,0.428571429,0.166990291,0.594664932,0.032854776,0.490815577
2707,0.424107143,0.157281553,0.60897853,0.042517946,0.489346069
2708,0.473214286,0.174757282,0.589459987,0.042794036,0.484202792
2709,0.473214286,0.174757282,0.579050098,0.043622308,0.484202792
2710,0.424107143,0.170873786,0.604424203,0.02981778,0.491550331
2711,0.419642857,0.157281553,0.606376057,0.040309221,0.487876561
2712,0.459821429,0.166990291,0.588809369,0.03975704,0.4856723
2713,0.46875,0.163106796,0.573845153,0.042517946,0.479794269
2714,0.433035714,0.161165049,0.590110605,0.035339591,0.484937546
2715,0.446428571,0.155339806,0.599869876,0.050800663,0.484937546
2716,0.495535714,0.172815534,0.582953806,0.050524572,0.479794269
2717,0.5,0.2,0.603122967,0.042517946,0.493754592
2718,0.455357143,0.215533981,0.631750163,0.028161237,0.503306392
2719,0.477678571,0.182524272,0.612882238,0.03948095,0.480529023
2720,0.540178571,0.2,0.582303188,0.038376588,0.469507715
2721,0.540178571,0.205825243,0.582303188,0.040861403,0.468772961
2722,0.459821429,0.219417476,0.633702017,0.032854776,0.479059515
2723,0.46875,0.213592233,0.644762524,0.047211485,0.470977223
2724,0.522321429,0.234951456,0.61223162,0.045278851,0.466568699
2725,0.522321429,0.233009709,0.617436565,0.046383214,0.464364438
2726,0.455357143,0.219417476,0.636955107,0.031750414,0.470977223
2727,0.455357143,0.19223301,0.622641509,0.043070127,0.47244673
2728,0.508928571,0.198058252,0.588158751,0.043070127,0.468038207
2729,0.504464286,0.194174757,0.589459987,0.044174489,0.46289493
2730,0.446428571,0.188349515,0.618737801,0.031750414,0.469507715
2731,0.450892857,0.174757282,0.614834092,0.042517946,0.468038207
2732,0.504464286,0.188349515,0.588809369,0.043070127,0.456282145
2733,0.504464286,0.188349515,0.590761223,0.043070127,0.457016899
2734,0.446428571,0.186407767,0.618737801,0.02954169,0.459955915
2735,0.446428571,0.172815534,0.622641509,0.03975704,0.460690669
2736,0.495535714,0.182524272,0.59531555,0.042241855,0.454077884
2737,0.495535714,0.180582524,0.597267404,0.040309221,0.454812638
2738,0.446428571,0.180582524,0.619388419,0.028713418,0.457751653
2739,0.450892857,0.165048544,0.613532856,0.03948095,0.457016899
2740,0.495535714,0.176699029,0.596616786,0.039204859,0.447465099
2741,0.495535714,0.176699029,0.594664932,0.038376588,0.450404115
2742,0.446428571,0.178640777,0.614834092,0.029265599,0.459221161
2743,0.450892857,0.174757282,0.624593364,0.040033131,0.459221161
2744,0.504464286,0.163106796,0.614183474,0.049972391,0.448445042
2745,0.508928571,0.201941748,0.604424203,0.03948095,0.445995591
2746,0.446428571,0.201941748,0.629798308,0.032026505,0.470977223
2747,0.450892857,0.196116505,0.638906962,0.041965765,0.459221161
2748,0.495535714,0.203883495,0.607677293,0.048315848,0.454812638
2749,0.491071429,0.203883495,0.608327912,0.049144119,0.45334313
2750,0.441964286,0.205825243,0.640208198,0.038652678,0.46289493
2751,0.441964286,0.188349515,0.631750163,0.048315848,0.465833946
2752,0.491071429,0.188349515,0.599219258,0.047211485,0.462160176
2753,0.486607143,0.184466019,0.593363696,0.04472667,0.464364438
2754,0.4375,0.174757282,0.604424203,0.037548316,0.473181484
2755,0.441964286,0.163106796,0.601171113,0.04942021,0.474650992
2756,0.486607143,0.172815534,0.579050098,0.056046383,0.466568699
2757,0.482142857,0.168932039,0.580351334,0.047763666,0.461425422
2758,0.433035714,0.161165049,0.602472349,0.035063501,0.468038207
2759,0.4375,0.153398058,0.597267404,0.044174489,0.466568699
2760,0.486607143,0.166990291,0.575797007,0.046659304,0.46289493
2761,0.491071429,0.168932039,0.573194535,0.048315848,0.465833946
2762,0.441964286,0.176699029,0.61223162,0.037548316,0.470977223
2763,0.459821429,0.166990291,0.614834092,0.046383214,0.465833946
2764,0.526785714,0.182524272,0.582953806,0.051905025,0.45334313
2765,0.553571429,0.172815534,0.567338972,0.047763666,0.450404115
2766,0.46875,0.176699029,0.600520494,0.037272225,0.461425422
2767,0.495535714,0.166990291,0.59856864,0.047763666,0.457751653
2768,0.5625,0.174757282,0.558880937,0.051628934,0.441587068
2769,0.566964286,0.182524272,0.566688354,0.049972391,0.447465099
2770,0.46875,0.190291262,0.610930384,0.033959139,0.462160176
2771,0.477678571,0.180582524,0.604424203,0.045831033,0.459221161
2772,0.549107143,0.188349515,0.571893299,0.050248482,0.448934607
2773,0.549107143,0.186407767,0.57839948,0.047211485,0.448199853
2774,0.464285714,0.215533981,0.636304489,0.032026505,0.458486407
2775,0.477678571,0.260194175,0.671437866,0.041965765,0.451138868
2776,0.549107143,0.27184466,0.62914769,0.048591938,0.448199853
2777,0.544642857,0.254368932,0.610279766,0.054113749,0.454077884
2778,0.473214286,0.260194175,0.65647365,0.038100497,0.465833946
2779,0.477678571,0.254368932,0.653871178,0.053009387,0.476855253
2780,0.544642857,0.269902913,0.621340273,0.059911651,0.479059515
2781,0.540178571,0.252427184,0.607026675,0.063224738,0.489346069
2782,0.473214286,0.242718447,0.64281067,0.03975704,0.496693608
2783,0.473214286,0.221359223,0.633702017,0.050248482,0.490815577
2784,0.526785714,0.223300971,0.605725439,0.053837659,0.479059515
2785,0.53125,0.219417476,0.603122967,0.048868029,0.476855253
2786,0.477678571,0.233009709,0.640858816,0.033683048,0.482733284
2787,0.504464286,0.213592233,0.631750163,0.045831033,0.476855253
2788,0.589285714,0.227184466,0.588809369,0.045002761,0.459221161
2789,0.611607143,0.225242718,0.588158751,0.0496963,0.448934607
2790,0.513392857,0.254368932,0.657774886,0.038376588,0.457016899
2791,0.540178571,0.250485437,0.646063761,0.052457206,0.442321822
2792,0.616071429,0.244660194,0.595966168,0.051628934,0.445260838
2793,0.611607143,0.233009709,0.577098243,0.053009387,0.442321822
2794,0.504464286,0.269902913,0.65972674,0.040033131,0.458486407
2795,0.522321429,0.242718447,0.645413142,0.050800663,0.457751653
2796,0.607142857,0.260194175,0.607026675,0.057426836,0.434974284
2797,0.59375,0.273786408,0.612882238,0.051352844,0.431300514
2798,0.504464286,0.32038835,0.709824333,0.038376588,0.440852314
2799,0.517857143,0.330097087,0.718282368,0.048591938,0.441587068
2800,0.602678571,0.339805825,0.663630449,0.052733297,0.43423953
2801,0.59375,0.333980583,0.664281067,0.053561568,0.443056576
2802,0.504464286,0.304854369,0.686402082,0.038376588,0.471711976
2803,0.508928571,0.267961165,0.660377358,0.048039757,0.479794269
2804,0.589285714,0.266019417,0.612882238,0.057979017,0.465099192
2805,0.580357143,0.262135922,0.61223162,0.060463832,0.454812638
2806,0.5,0.262135922,0.655172414,0.039204859,0.462160176
2807,0.5,0.242718447,0.655823032,0.049144119,0.46289493
2808,0.566964286,0.250485437,0.61548471,0.053837659,0.454812638
2809,0.575892857,0.244660194,0.605074821,0.053561568,0.446730345
2810,0.504464286,0.248543689,0.659076122,0.036443954,0.451873622
2811,0.53125,0.242718447,0.64281067,0.048039757,0.446730345
2812,0.629464286,0.246601942,0.59531555,0.053285478,0.437913299
2813,0.647321429,0.252427184,0.591411841,0.051352844,0.429096253
2814,0.540178571,0.283495146,0.674690956,0.035339591,0.438648053
2815,0.566964286,0.27184466,0.662979831,0.053561568,0.426891991
2816,0.65625,0.250485437,0.590110605,0.060187742,0.427626745
2817,0.651785714,0.297087379,0.627195836,0.054942021,0.421748714
2818,0.558035714,0.382524272,0.77553676,0.038376588,0.448199853
2819,0.575892857,0.357281553,0.726089785,0.048039757,0.448934607
2820,0.665178571,0.374757282,0.690305791,0.04942021,0.442321822
2821,0.651785714,0.351456311,0.668835394,0.052181115,0.447465099
2822,0.553571429,0.378640777,0.759271308,0.037548316,0.45334313
2823,0.558035714,0.368932039,0.740403383,0.056322474,0.446730345
2824,0.611607143,0.376699029,0.705920625,0.064605191,0.432770022
2825,0.602678571,0.380582524,0.722836695,0.072887907,0.428361499
2826,0.526785714,0.370873786,0.76187378,0.055770293,0.432770022
2827,0.526785714,0.337864078,0.712426805,0.077857537,0.448934607
2828,0.575892857,0.339805825,0.666883539,0.076753175,0.444526084
2829,0.575892857,0.341747573,0.674690956,0.072611817,0.444526084
2830,0.522321429,0.361165049,0.743005856,0.049972391,0.443056576
2831,0.526785714,0.351456311,0.730644112,0.063224738,0.437178545
2832,0.575892857,0.363106796,0.690956409,0.058807289,0.435709037
2833,0.575892857,0.351456311,0.676642811,0.063776919,0.445995591
2834,0.522321429,0.337864078,0.705920625,0.04472667,0.464364438
2835,0.522321429,0.308737864,0.679895901,0.062120375,0.465099192
2836,0.566964286,0.302912621,0.645413142,0.055770293,0.448934607
2837,0.5625,0.291262136,0.637605725,0.054942021,0.435709037
2838,0.504464286,0.285436893,0.678594665,0.045002761,0.428361499
2839,0.504464286,0.262135922,0.662979831,0.067642187,0.431300514
2840,0.553571429,0.275728155,0.638906962,0.078409718,0.422483468
2841,0.558035714,0.291262136,0.644762524,0.069022639,0.429831007
2842,0.508928571,0.308737864,0.684450228,0.045554942,0.465833946
2843,0.513392857,0.295145631,0.672739102,0.057979017,0.46289493
2844,0.558035714,0.299029126,0.643461288,0.062672557,0.467303453
2845,0.558035714,0.281553398,0.633051399,0.067366096,0.445995591
2846,0.5,0.277669903,0.666232921,0.065985643,0.427626745
2847,0.5,0.266019417,0.664281067,0.100496963,0.405584129
2848,0.549107143,0.27184466,0.633051399,0.10381005,0.394562821
2849,0.544642857,0.242718447,0.608327912,0.101049144,0.381337252
2850,0.486607143,0.231067961,0.62914769,0.064053009,0.380602498
2851,0.482142857,0.209708738,0.627195836,0.085864163,0.379867744
2852,0.526785714,0.217475728,0.594664932,0.085311982,0.376928729
2853,0.526785714,0.213592233,0.607677293,0.086416345,0.377663483
2854,0.477678571,0.219417476,0.622641509,0.053285478,0.385011021
2855,0.477678571,0.2,0.623942746,0.064053009,0.38280676
2856,0.517857143,0.211650485,0.601821731,0.062672557,0.398236591
2857,0.517857143,0.205825243,0.601171113,0.061016013,0.377663483
2858,0.473214286,0.205825243,0.611581002,0.045831033,0.382072006
2859,0.477678571,0.190291262,0.616135329,0.065157372,0.378398237
2860,0.522321429,0.2,0.588809369,0.071783545,0.36958119
2861,0.53125,0.2,0.592713077,0.080894533,0.366642175
2862,0.482142857,0.205825243,0.61223162,0.057702927,0.372520206
2863,0.491071429,0.194174757,0.621340273,0.080894533,0.365907421
2864,0.540178571,0.203883495,0.594014314,0.085035892,0.365907421
2865,0.535714286,0.209708738,0.594014314,0.113197129,0.366642175
2866,0.482142857,0.233009709,0.631750163,0.064605191,0.367376929
2867,0.486607143,0.219417476,0.635653871,0.078133628,0.365172667
2868,0.535714286,0.238834951,0.621990891,0.065433462,0.359294636
2869,0.540178571,0.231067961,0.608327912,0.062396466,0.363703159
2870,0.477678571,0.221359223,0.621340273,0.051628934,0.376928729
2871,0.477678571,0.203883495,0.634352635,0.080066262,0.381337252
2872,0.517857143,0.205825243,0.610930384,0.08420762,0.423218222
2873,0.517857143,0.19223301,0.587508133,0.090833793,0.445260838
2874,0.477678571,0.176699029,0.583604424,0.054942021,0.484202792
2875,0.477678571,0.163106796,0.590110605,0.072335726,0.481263777
2876,0.508928571,0.168932039,0.571893299,0.079790171,0.459221161
2877,0.508928571,0.168932039,0.571893299,0.157647708,0.477590007
2878,0.473214286,0.172815534,0.583604424,0.076477084,0.480529023
2879,0.473214286,0.168932039,0.599219258,0.098564329,0.448199853
2880,0.508928571,0.180582524,0.585556278,0.082827167,0.446730345
2881,0.508928571,0.186407767,0.583604424,0.085035892,0.44379133
2882,0.473214286,0.180582524,0.58490566,0.056322474,0.465833946
2883,0.477678571,0.163106796,0.592062459,0.072611817,0.482733284
2884,0.517857143,0.168932039,0.579050098,0.069850911,0.477590007
2885,0.540178571,0.168932039,0.571893299,0.073163998,0.450404115
2886,0.491071429,0.178640777,0.58490566,0.055494202,0.427626745
2887,0.504464286,0.168932039,0.589459987,0.082551077,0.425422483
2888,0.549107143,0.184466019,0.577098243,0.092214246,0.42101396
2889,0.553571429,0.190291262,0.575797007,0.155991165,0.425422483
2890,0.495535714,0.201941748,0.605074821,0.083103258,0.429096253
2891,0.5,0.198058252,0.612882238,0.104914412,0.44379133
2892,0.544642857,0.213592233,0.599219258,0.098288239,0.445260838
2893,0.549107143,0.2,0.57839948,0.084759801,0.493754592
2894,0.491071429,0.205825243,0.607677293,0.056322474,0.442321822
2895,0.495535714,0.182524272,0.614183474,0.083379348,0.446730345
2896,0.544642857,0.190291262,0.579700716,0.101325235,0.448199853
2897,0.549107143,0.186407767,0.570592062,0.100773054,0.479794269
2898,0.5,0.180582524,0.575797007,0.071231364,0.498163115
2899,0.5,0.163106796,0.58165257,0.091938156,0.4952241
2900,0.540178571,0.172815534,0.558230319,0.09387079,0.4856723
2901,0.540178571,0.170873786,0.555627846,0.117062396,0.484202792
2902,0.491071429,0.170873786,0.566688354,0.111816676,0.499632623
2903,0.495535714,0.166990291,0.579700716,0.144947543,0.4952241
2904,0.53125,0.180582524,0.562134027,0.116786306,0.482733284
2905,0.540178571,0.182524272,0.569290826,0.094699061,0.479059515
2906,0.504464286,0.184466019,0.579700716,0.070403092,0.480529023
2907,0.522321429,0.172815534,0.580351334,0.096631695,0.486407054
2908,0.589285714,0.186407767,0.554977228,0.089729431,0.487876561
2909,0.607142857,0.184466019,0.55107352,0.101601325,0.4761205
2910,0.535714286,0.19223301,0.584255042,0.070955273,0.470977223
2911,0.549107143,0.186407767,0.59856864,0.106570955,0.451873622
2912,0.602678571,0.20776699,0.577748861,0.103257869,0.412196914
2913,0.59375,0.217475728,0.583604424,0.108503589,0.393828068
2914,0.526785714,0.219417476,0.607026675,0.125897294,0.418809699
2915,0.540178571,0.223300971,0.621340273,0.138873551,0.427626745
2916,0.540178571,0.240776699,0.619388419,0.112368857,0.426891991
2917,0.611607143,0.250485437,0.597918022,0.096907786,0.425422483
2918,0.522321429,0.244660194,0.612882238,0.064881281,0.437178545
2919,0.53125,0.229126214,0.609629148,0.084759801,0.42468773
2920,0.580357143,0.231067961,0.583604424,0.094975152,0.412931668
2921,0.589285714,0.223300971,0.579050098,0.112644948,0.427626745
2922,0.522321429,0.211650485,0.591411841,0.082827167,0.45334313
2923,0.53125,0.196116505,0.588809369,0.099392601,0.455547392
2924,0.580357143,0.198058252,0.563435264,0.10905577,0.465099192
2925,0.575892857,0.190291262,0.562784645,0.116510215,0.429096253
2926,0.513392857,0.194174757,0.582953806,0.125069023,0.42101396
2927,0.522321429,0.182524272,0.581001952,0.131419105,0.483468038
2928,0.571428571,0.194174757,0.562784645,0.118166759,0.463629684
2929,0.575892857,0.198058252,0.567338972,0.104362231,0.448934607
2930,0.517857143,0.194174757,0.574495771,0.073163998,0.490080823
2931,0.522321429,0.188349515,0.585556278,0.081446715,0.478324761
2932,0.571428571,0.19223301,0.563435264,0.092766427,0.490815577
2933,0.571428571,0.190291262,0.571242681,0.092214246,0.480529023
2934,0.513392857,0.196116505,0.58490566,0.079790171,0.418074945
2935,0.513392857,0.19223301,0.59531555,0.102429597,0.390154298
2936,0.566964286,0.2,0.579700716,0.119823302,0.37325496
2937,0.566964286,0.194174757,0.573194535,0.115129763,0.380602498
2938,0.508928571,0.19223301,0.582303188,0.077581447,0.396767083
2939,0.513392857,0.190291262,0.592713077,0.12368857,0.389419544
2940,0.553571429,0.203883495,0.577098243,0.114301491,0.393828068
2941,0.553571429,0.203883495,0.590110605,0.106018774,0.398236591
2942,0.5,0.188349515,0.58165257,0.065157372,0.401175606
2943,0.508928571,0.168932039,0.574495771,0.080894533,0.421748714
2944,0.549107143,0.172815534,0.553675992,0.097459967,0.415870683
2945,0.549107143,0.165048544,0.549772284,0.104362231,0.402645114
2946,0.495535714,0.153398058,0.541964867,0.083379348,0.388684791
2947,0.495535714,0.147572816,0.574495771,0.107399227,0.368846436
2948,0.540178571,0.155339806,0.539362394,0.108227499,0.341660544
2949,0.53125,0.149514563,0.54066363,0.114577581,0.335047759
2950,0.477678571,0.14368932,0.536759922,0.114853672,0.340191036
2951,0.477678571,0.141747573,0.544567339,0.185532855,0.348273328
2952,0.522321429,0.155339806,0.545868575,0.149364992,0.362233652
2953,0.522321429,0.159223301,0.545868575,0.111540585,0.365172667
2954,0.482142857,0.151456311,0.536109304,0.082274986,0.371050698
2955,0.486607143,0.145631068,0.549121666,0.085311982,0.364437913
2956,0.526785714,0.155339806,0.554977228,0.093594699,0.342395298
2957,0.522321429,0.151456311,0.546519193,0.104362231,0.335047759
