date,water_temp,ph,O2,turbidity,conductivity
2022-04-14 13:00:00,16.4,7.31,10.33,6.5,149.3
2022-04-14 14:00:00,16.4,7.3,10.35,6.4,148.9
2022-04-14 15:00:00,16.5,7.31,10.34,7.1,150.3
2022-04-14 16:00:00,16.6,7.17,10.27,6.1,150.0
2022-04-14 17:00:00,16.4,7.32,10.34,6.2,150.2
2022-04-14 18:00:00,16.5,7.37,10.35,3.2,149.5
2022-04-14 19:00:00,16.5,7.35,10.36,3.4,148.8
2022-04-14 20:00:00,16.6,7.17,10.26,6.2,149.4
2022-04-14 21:00:00,16.4,7.31,10.38,6.9,149.3
2022-04-14 22:00:00,16.4,7.31,10.39,6.4,149.0
2022-04-14 23:00:00,16.4,7.31,10.39,6.3,148.7
2022-04-15 00:00:00,16.6,7.17,10.19,5.6,148.7
2022-04-15 01:00:00,16.4,7.25,10.39,6.5,148.4
2022-04-15 02:00:00,16.4,7.27,10.39,6.4,148.2
2022-04-15 03:00:00,16.5,7.2,10.36,7.0,151.2
2022-04-15 04:00:00,16.4,7.16,9.72,6.3,151.7
2022-04-15 05:00:00,16.4,7.17,10.33,6.9,151.3
2022-04-15 06:00:00,16.4,7.17,10.35,6.8,151.1
2022-04-15 07:00:00,16.4,7.16,10.35,6.9,150.6
2022-04-15 08:00:00,16.4,7.14,9.79,5.8,150.4
2022-04-15 09:00:00,16.4,7.16,10.38,6.8,150.1
2022-04-15 10:00:00,16.4,7.16,10.38,6.5,149.9
2022-04-15 11:00:00,16.4,7.16,10.39,6.6,149.4
2022-04-15 12:00:00,16.4,7.14,9.83,5.8,149.9
2022-04-15 13:00:00,16.4,7.16,10.38,6.6,149.4
2022-04-15 14:00:00,16.4,7.16,10.39,6.2,148.9
2022-04-15 15:00:00,16.8,7.24,10.31,37.4,160.5
2022-04-15 16:00:00,16.7,7.2,9.69,11.1,158.5
2022-04-15 17:00:00,16.6,7.2,10.3,10.8,157.2
2022-04-15 18:00:00,16.6,7.21,10.31,10.2,157.0
2022-04-15 19:00:00,16.6,7.22,10.31,9.5,157.2
2022-04-15 20:00:00,16.6,7.2,9.7,8.7,157.0
2022-04-15 21:00:00,16.6,7.22,10.33,9.3,155.9
2022-04-15 22:00:00,16.6,7.22,10.35,8.9,154.5
2022-04-15 23:00:00,16.6,7.22,10.36,8.9,154.8
2022-04-16 00:00:00,16.6,7.2,9.81,7.3,154.1
2022-04-16 01:00:00,16.5,7.21,10.36,7.9,152.5
2022-04-16 02:00:00,16.5,7.21,10.37,7.7,152.3
2022-04-16 03:00:00,16.7,7.27,10.31,23.2,160.1
2022-04-16 04:00:00,16.7,7.25,9.74,12.2,160.2
2022-04-16 05:00:00,16.6,7.24,10.3,10.5,159.3
2022-04-16 06:00:00,16.5,7.23,10.32,9.7,158.3
2022-04-16 07:00:00,16.5,7.23,10.32,9.4,158.0
2022-04-16 08:00:00,16.6,7.21,9.75,8.1,158.0
2022-04-16 09:00:00,16.5,7.22,10.32,8.8,157.8
2022-04-16 10:00:00,16.5,7.23,10.34,8.6,156.7
2022-04-16 11:00:00,16.5,7.22,10.35,8.1,156.1
2022-04-16 12:00:00,16.5,7.2,9.81,7.6,155.9
2022-04-16 13:00:00,16.5,7.22,10.33,7.9,155.5
2022-04-16 14:00:00,16.5,7.22,10.35,7.5,154.5
2022-04-16 15:00:00,16.7,7.32,10.33,58.4,160.9
2022-04-16 16:00:00,16.8,7.27,10.28,16.8,161.1
2022-04-16 17:00:00,16.6,7.36,10.29,12.4,160.5
2022-04-16 18:00:00,16.6,7.25,10.3,12.1,159.9
2022-04-16 19:00:00,16.5,7.25,10.3,10.6,159.8
2022-04-16 20:00:00,16.6,7.22,9.73,8.7,159.3
2022-04-16 21:00:00,16.5,7.23,10.31,9.4,158.5
2022-04-16 22:00:00,16.5,7.23,10.32,9.4,158.2
2022-04-16 23:00:00,16.5,7.22,10.32,9.7,158.0
2022-04-17 00:00:00,16.5,7.19,9.73,8.3,157.6
2022-04-17 01:00:00,16.5,7.21,10.32,9.1,157.5
2022-04-17 02:00:00,16.4,7.21,10.32,9.5,157.6
2022-04-17 03:00:00,16.4,7.21,10.32,8.6,157.1
2022-04-17 04:00:00,16.6,7.23,9.81,12.9,160.5
2022-04-17 05:00:00,16.5,7.26,10.32,13.7,160.7
2022-04-17 06:00:00,16.5,7.23,10.31,10.0,160.4
2022-04-17 07:00:00,16.4,7.22,10.31,9.5,160.4
2022-04-17 08:00:00,16.5,7.2,9.68,7.9,159.7
2022-04-17 09:00:00,16.5,7.22,10.31,9.0,159.8
2022-04-17 10:00:00,16.5,7.22,10.3,9.1,159.8
2022-04-17 11:00:00,16.6,7.23,10.29,8.5,159.3
2022-04-17 12:00:00,16.6,7.21,9.67,7.8,159.1
2022-04-17 13:00:00,16.6,7.24,10.29,8.4,158.7
2022-04-17 14:00:00,16.6,7.24,10.28,8.5,159.2
2022-04-17 15:00:00,16.6,7.25,10.25,8.7,159.3
2022-04-17 16:00:00,16.9,7.29,9.71,21.4,160.8
2022-04-17 17:00:00,16.7,7.28,10.25,15.4,160.4
2022-04-17 18:00:00,16.6,7.27,10.25,11.5,160.3
2022-04-17 19:00:00,16.6,7.25,10.26,10.2,160.2
2022-04-17 20:00:00,16.6,7.23,9.64,8.4,159.7
2022-04-17 21:00:00,16.6,7.25,10.27,9.0,158.7
2022-04-17 22:00:00,16.6,7.25,10.28,9.0,158.3
2022-04-17 23:00:00,16.6,7.25,10.28,9.2,158.4
2022-04-18 00:00:00,16.6,7.22,9.81,7.8,158.6
2022-04-18 01:00:00,16.6,7.26,10.27,8.2,158.6
2022-04-18 02:00:00,16.6,7.25,10.27,8.6,158.7
2022-04-18 03:00:00,16.6,7.25,10.27,8.9,158.6
2022-04-18 04:00:00,16.8,7.34,10.01,39.9,161.2
2022-04-18 05:00:00,16.7,7.29,10.28,18.0,160.1
2022-04-18 06:00:00,16.6,7.28,10.28,13.4,160.0
2022-04-18 07:00:00,16.6,7.27,10.28,11.6,160.0
2022-04-18 08:00:00,16.6,7.25,9.78,9.3,159.5
2022-04-18 09:00:00,16.6,7.26,10.28,10.3,158.9
2022-04-18 10:00:00,16.6,7.26,10.29,9.6,158.0
2022-04-18 11:00:00,16.6,7.25,10.28,9.6,158.2
2022-04-18 12:00:00,16.6,7.33,10.28,8.9,157.9
2022-04-18 13:00:00,16.6,7.27,10.34,8.5,157.8
2022-04-18 14:00:00,16.6,7.27,10.26,9.0,158.3
2022-04-18 15:00:00,16.7,7.28,10.37,8.6,158.1
2022-04-18 16:00:00,16.9,7.35,10.1,63.7,161.5
2022-04-18 17:00:00,16.8,7.34,10.28,25.9,160.6
2022-04-18 18:00:00,16.8,7.32,10.28,15.4,160.2
2022-04-18 19:00:00,16.7,7.31,10.28,12.4,160.0
2022-04-18 20:00:00,16.7,7.28,9.83,9.2,159.9
2022-04-18 21:00:00,16.6,7.28,10.3,9.8,158.2
2022-04-18 22:00:00,16.5,7.27,10.32,9.2,157.6
2022-04-18 23:00:00,16.5,7.27,10.32,9.2,157.3
2022-04-19 00:00:00,16.6,7.23,9.94,7.9,157.1
2022-04-19 01:00:00,16.5,7.25,10.31,8.9,157.1
2022-04-19 02:00:00,16.5,7.24,10.32,8.5,156.9
2022-04-19 03:00:00,16.5,7.24,10.31,8.3,156.6
2022-04-19 04:00:00,16.5,7.22,9.97,12.2,156.2
2022-04-19 05:00:00,16.8,7.31,10.32,37.6,161.6
2022-04-19 06:00:00,16.6,7.3,10.31,18.1,160.8
2022-04-19 07:00:00,16.6,7.28,10.28,13.5,160.2
2022-04-19 08:00:00,16.7,7.25,9.83,9.7,159.8
2022-04-19 09:00:00,16.6,7.27,10.31,10.5,159.3
2022-04-19 10:00:00,16.7,7.26,10.28,10.3,158.3
2022-04-19 11:00:00,16.7,7.27,10.28,9.8,158.3
2022-04-19 12:00:00,16.8,7.26,9.72,8.6,158.7
2022-04-19 13:00:00,16.7,7.28,10.25,9.3,158.7
2022-04-19 14:00:00,16.7,7.28,10.25,9.1,157.4
2022-04-19 15:00:00,16.7,7.28,10.25,9.0,157.3
2022-04-19 16:00:00,16.8,7.24,9.68,8.1,157.5
2022-04-19 17:00:00,17.1,7.41,10.23,40.5,162.7
2022-04-19 18:00:00,17.0,7.49,10.24,19.2,160.8
2022-04-19 19:00:00,16.9,7.45,10.25,13.8,160.2
2022-04-19 20:00:00,16.9,7.42,9.75,9.6,159.5
2022-04-19 21:00:00,16.8,7.37,10.26,10.6,158.7
2022-04-19 22:00:00,16.8,7.32,10.27,10.1,158.0
2022-04-19 23:00:00,16.7,7.3,10.28,9.6,157.7
2022-04-20 00:00:00,16.8,7.28,9.74,7.8,157.7
2022-04-20 01:00:00,16.7,7.3,10.27,9.0,157.5
2022-04-20 02:00:00,16.7,7.3,10.28,8.9,157.4
2022-04-20 03:00:00,16.7,7.3,10.28,8.2,156.8
2022-04-20 04:00:00,16.7,7.26,9.81,7.1,156.8
2022-04-20 05:00:00,17.0,7.43,10.26,49.5,163.6
2022-04-20 06:00:00,17.0,7.38,10.35,23.5,161.8
2022-04-20 07:00:00,16.8,7.36,10.26,15.3,161.0
2022-04-20 08:00:00,16.9,7.31,9.77,10.3,160.5
2022-04-20 09:00:00,16.8,7.33,10.25,11.5,160.0
2022-04-20 10:00:00,16.8,7.33,10.24,11.3,159.6
2022-04-20 11:00:00,16.8,7.42,10.23,10.2,159.5
2022-04-20 12:00:00,16.9,7.38,9.65,9.2,158.6
2022-04-20 13:00:00,16.9,7.41,10.2,10.3,158.6
2022-04-20 14:00:00,16.9,7.41,10.2,12.3,158.3
2022-04-20 15:00:00,17.0,7.41,10.34,10.8,157.8
2022-04-20 16:00:00,17.0,7.35,9.95,11.5,157.6
2022-04-20 17:00:00,16.9,7.33,10.19,11.0,157.9
2022-04-20 18:00:00,17.2,7.42,10.17,20.9,160.9
2022-04-20 19:00:00,17.1,7.37,10.18,14.2,160.3
2022-04-20 20:00:00,17.2,7.34,9.82,10.2,160.3
2022-04-20 21:00:00,17.0,7.37,10.19,10.4,160.2
2022-04-20 22:00:00,17.0,7.37,10.2,9.9,160.1
2022-04-20 23:00:00,17.0,7.36,10.21,9.8,160.0
2022-04-21 00:00:00,17.0,7.33,9.74,8.3,159.6
2022-04-21 01:00:00,16.9,7.34,10.22,9.1,159.0
2022-04-21 02:00:00,16.9,7.27,10.23,8.7,158.1
2022-04-21 03:00:00,16.9,7.28,10.23,8.7,157.6
2022-04-21 04:00:00,17.0,7.26,9.82,8.0,156.8
2022-04-21 05:00:00,16.9,7.28,10.22,8.5,156.7
2022-04-21 06:00:00,17.2,7.36,10.2,16.4,162.0
2022-04-21 07:00:00,17.1,7.34,10.2,11.7,161.0
2022-04-21 08:00:00,17.1,7.29,9.86,9.2,160.0
2022-04-21 09:00:00,17.0,7.31,10.2,9.9,159.9
2022-04-21 10:00:00,17.1,7.31,10.2,9.7,159.6
2022-04-21 11:00:00,17.1,7.31,10.19,9.3,159.5
2022-04-21 12:00:00,17.2,7.31,9.84,8.3,158.9
2022-04-21 13:00:00,17.1,7.33,10.17,9.2,158.5
2022-04-21 14:00:00,17.1,7.36,10.15,8.9,158.2
2022-04-21 15:00:00,17.1,7.36,10.14,9.0,158.1
2022-04-21 16:00:00,17.3,7.27,9.86,7.7,157.6
2022-04-21 17:00:00,17.1,7.3,10.16,8.4,157.0
2022-04-21 18:00:00,17.1,7.29,10.17,8.0,155.7
2022-04-21 19:00:00,17.2,7.33,10.15,8.9,159.7
2022-04-21 20:00:00,17.4,7.32,9.85,8.1,159.2
2022-04-21 21:00:00,17.2,7.33,10.17,8.6,158.6
2022-04-21 22:00:00,17.1,7.32,10.18,8.0,158.7
2022-04-21 23:00:00,17.1,7.32,10.18,8.2,158.4
2022-04-22 00:00:00,17.2,7.28,9.69,7.2,157.2
2022-04-22 01:00:00,17.1,7.3,10.2,8.1,157.1
2022-04-22 02:00:00,17.1,7.3,10.19,8.0,157.1
2022-04-22 03:00:00,17.1,7.3,10.19,7.8,157.0
2022-04-22 04:00:00,17.1,7.28,9.72,7.0,156.9
2022-04-22 05:00:00,17.0,7.3,10.2,7.9,156.6
2022-04-22 06:00:00,17.0,7.3,10.2,7.4,156.5
2022-04-22 07:00:00,17.3,7.37,10.16,12.1,161.0
2022-04-22 08:00:00,17.3,7.36,9.66,8.9,160.6
2022-04-22 09:00:00,17.2,7.35,10.16,9.6,161.0
2022-04-22 10:00:00,17.2,7.34,10.16,9.1,160.0
2022-04-22 11:00:00,17.3,7.34,10.16,8.8,159.3
2022-04-22 12:00:00,17.5,7.34,9.81,7.7,159.1
2022-04-22 13:00:00,17.3,7.37,10.14,9.0,158.8
2022-04-22 14:00:00,17.4,7.35,10.13,8.9,158.6
2022-04-22 15:00:00,17.4,7.41,10.13,8.5,158.1
2022-04-22 16:00:00,17.7,7.33,10.02,7.6,157.2
2022-04-22 17:00:00,17.4,7.35,10.14,7.8,156.8
2022-04-22 18:00:00,17.4,7.33,10.14,7.7,156.5
2022-04-22 19:00:00,17.4,7.39,10.14,7.7,156.1
2022-04-22 20:00:00,17.6,7.35,9.78,6.5,154.9
2022-04-22 21:00:00,17.4,7.37,10.16,7.3,155.5
2022-04-22 22:00:00,17.4,7.36,10.15,7.3,154.9
2022-04-22 23:00:00,17.4,7.36,10.16,7.4,154.0
2022-04-23 00:00:00,17.5,7.34,9.79,6.3,153.7
2022-04-23 01:00:00,17.4,7.34,10.16,7.1,154.0
2022-04-23 02:00:00,17.4,7.34,10.15,6.9,153.7
2022-04-23 03:00:00,17.4,7.35,10.15,6.8,153.3
2022-04-23 04:00:00,17.6,7.34,9.74,6.3,153.2
2022-04-23 05:00:00,17.4,7.33,10.14,6.9,153.2
2022-04-23 06:00:00,17.4,7.34,10.14,7.0,153.2
2022-04-23 07:00:00,17.5,7.35,10.18,7.3,153.0
2022-04-23 08:00:00,17.7,7.39,9.71,8.1,158.9
2022-04-23 09:00:00,17.5,7.39,10.1,8.1,157.6
2022-04-23 10:00:00,17.4,7.37,10.12,7.7,156.8
2022-04-23 11:00:00,17.4,7.37,10.12,7.8,156.8
2022-04-23 12:00:00,17.5,7.34,9.6,7.4,156.2
2022-04-23 13:00:00,17.4,7.37,10.12,10.9,155.9
2022-04-23 14:00:00,17.4,7.35,10.12,8.2,155.2
2022-04-23 15:00:00,17.4,7.35,10.12,8.4,153.9
2022-04-23 16:00:00,17.5,7.33,9.65,7.2,154.7
2022-04-23 17:00:00,17.4,7.35,10.14,8.6,154.2
2022-04-23 18:00:00,17.4,7.32,10.14,7.9,153.2
2022-04-23 19:00:00,17.4,7.36,10.15,10.4,152.7
2022-04-23 20:00:00,17.5,7.31,9.67,6.6,152.5
2022-04-23 21:00:00,17.4,7.34,10.17,7.6,152.3
2022-04-23 22:00:00,17.4,7.32,10.16,11.6,152.1
2022-04-23 23:00:00,17.4,7.31,10.16,9.0,151.9
2022-04-24 00:00:00,17.5,7.29,9.73,7.5,151.7
2022-04-24 01:00:00,17.4,7.31,10.16,7.5,151.7
2022-04-24 02:00:00,17.4,7.31,10.17,7.4,151.7
2022-04-24 03:00:00,17.4,7.3,10.16,7.5,151.6
2022-04-24 04:00:00,17.4,7.29,9.69,9.3,151.5
2022-04-24 05:00:00,17.4,7.33,10.14,8.3,151.3
2022-04-24 06:00:00,17.3,7.3,9.35,8.6,151.1
2022-04-24 07:00:00,17.3,7.33,9.37,6.6,151.1
2022-04-24 08:00:00,17.3,7.28,9.35,6.8,151.2
2022-04-24 09:00:00,17.3,7.29,9.32,6.8,151.3
2022-04-24 10:00:00,17.3,7.36,9.33,7.0,151.2
2022-04-24 11:00:00,17.3,7.35,9.25,7.2,151.7
2022-04-24 12:00:00,17.4,7.31,9.29,6.6,151.5
2022-04-24 13:00:00,17.4,7.33,9.27,7.4,151.2
2022-04-24 14:00:00,17.4,7.34,9.26,6.9,151.1
2022-04-24 15:00:00,17.4,7.35,9.24,6.5,151.0
2022-04-24 16:00:00,17.4,7.3,9.27,6.5,151.1
2022-04-24 17:00:00,17.4,7.33,9.22,6.5,151.1
2022-04-24 18:00:00,17.4,7.34,9.19,7.0,151.2
2022-04-24 19:00:00,17.4,7.35,9.22,7.0,150.9
2022-04-24 20:00:00,17.4,7.3,9.66,6.5,150.7
2022-04-24 21:00:00,17.4,7.32,9.21,6.8,150.6
2022-04-24 22:00:00,17.4,7.31,9.21,7.7,150.4
2022-04-24 23:00:00,17.4,7.32,9.2,6.7,150.3
2022-04-25 00:00:00,17.4,7.27,9.22,6.3,150.4
2022-04-25 01:00:00,17.4,7.3,9.1,6.6,150.4
2022-04-25 02:00:00,17.4,7.3,9.08,8.8,150.4
2022-04-25 03:00:00,17.4,7.3,9.08,8.7,150.4
2022-04-25 04:00:00,17.4,7.26,9.12,6.5,150.6
2022-04-25 05:00:00,17.4,7.3,9.05,6.5,150.7
2022-04-25 06:00:00,17.4,7.3,9.03,10.3,150.8
2022-04-25 07:00:00,17.4,7.3,9.02,6.8,150.9
2022-04-25 08:00:00,17.5,7.25,9.06,6.3,150.9
2022-04-25 09:00:00,17.5,7.31,8.99,6.4,150.9
2022-04-25 10:00:00,17.5,7.31,8.97,6.9,150.8
2022-04-25 11:00:00,17.5,7.31,8.97,6.5,150.9
2022-04-25 12:00:00,17.6,7.27,9.03,6.2,150.8
2022-04-25 13:00:00,17.6,7.29,8.96,6.6,150.8
2022-04-25 14:00:00,17.6,7.29,8.93,6.7,150.8
2022-04-25 15:00:00,17.6,7.27,8.92,6.4,151.1
2022-04-25 16:00:00,17.6,7.26,8.96,6.2,151.5
2022-04-25 17:00:00,17.6,7.29,8.92,6.3,151.3
2022-04-25 18:00:00,17.6,7.29,8.86,6.7,151.8
2022-04-25 19:00:00,17.6,7.28,8.88,6.4,151.3
2022-04-25 20:00:00,17.6,7.24,8.95,6.2,150.9
2022-04-25 21:00:00,17.6,7.26,8.95,6.2,150.4
2022-04-25 22:00:00,17.6,7.23,8.98,6.9,150.3
2022-04-25 23:00:00,17.6,7.26,9.01,6.7,150.3
2022-04-26 00:00:00,17.6,7.23,9.06,6.4,150.2
2022-04-26 01:00:00,17.6,7.26,9.0,6.7,150.1
2022-04-26 02:00:00,17.6,7.25,9.01,6.8,150.1
2022-04-26 03:00:00,17.6,7.26,9.0,6.7,150.1
2022-04-26 04:00:00,17.7,7.22,9.02,6.9,150.2
2022-04-26 05:00:00,17.7,7.25,8.96,8.8,150.2
2022-04-26 06:00:00,17.7,7.27,8.94,6.8,150.2
2022-04-26 07:00:00,17.7,7.26,8.94,6.8,150.2
2022-04-26 08:00:00,17.7,7.21,8.96,6.7,150.4
2022-04-26 09:00:00,17.7,7.22,8.89,6.4,150.3
2022-04-26 10:00:00,17.7,7.26,8.9,6.8,150.3
2022-04-26 11:00:00,17.7,7.27,8.89,6.7,150.3
2022-04-26 12:00:00,17.8,7.24,8.93,6.4,150.5
2022-04-26 13:00:00,17.8,7.27,8.87,6.5,150.4
2022-04-26 14:00:00,17.8,7.26,8.89,6.4,150.6
2022-04-26 15:00:00,17.8,7.25,8.86,6.5,150.6
2022-04-26 16:00:00,17.8,7.25,8.94,6.1,150.6
2022-04-26 17:00:00,17.8,7.25,8.91,6.3,150.6
2022-04-26 18:00:00,17.8,7.26,8.94,6.3,150.5
2022-04-26 19:00:00,17.8,7.23,8.95,6.7,150.4
2022-04-26 20:00:00,17.8,7.22,8.99,6.0,150.5
2022-04-26 21:00:00,17.8,7.25,8.96,6.1,150.4
2022-04-26 22:00:00,17.8,7.23,8.98,6.3,150.5
2022-04-26 23:00:00,17.8,7.22,8.99,6.7,150.2
2022-04-27 00:00:00,17.8,7.24,9.02,6.4,150.3
2022-04-27 01:00:00,17.8,7.25,8.99,6.3,150.1
2022-04-27 02:00:00,17.8,7.21,8.98,8.6,150.2
2022-04-27 03:00:00,17.8,7.2,8.98,7.4,150.2
2022-04-27 04:00:00,17.8,7.19,9.0,6.0,150.3
2022-04-27 05:00:00,17.8,7.16,8.96,8.1,150.5
2022-04-27 06:00:00,17.8,7.2,8.94,6.8,150.7
2022-04-27 07:00:00,17.8,7.21,8.97,6.5,150.9
2022-04-27 08:00:00,17.8,7.17,8.97,6.0,151.2
2022-04-27 09:00:00,17.8,7.21,8.94,5.8,151.3
2022-04-27 10:00:00,17.8,7.21,8.94,6.2,151.5
2022-04-27 11:00:00,17.8,7.21,8.92,6.0,151.7
2022-04-27 12:00:00,17.8,7.18,8.93,5.5,151.7
2022-04-27 13:00:00,17.8,7.21,8.9,6.2,151.9
2022-04-27 14:00:00,17.8,7.2,8.86,6.3,153.1
2022-04-27 15:00:00,17.8,7.21,8.83,6.2,152.6
2022-04-27 16:00:00,17.8,7.19,8.83,8.5,152.9
2022-04-27 17:00:00,17.8,7.21,8.86,6.2,152.6
2022-04-27 18:00:00,17.8,7.19,8.89,6.5,152.4
2022-04-27 19:00:00,17.8,7.21,8.9,8.2,152.1
2022-04-27 20:00:00,17.8,7.19,8.94,6.4,152.0
2022-04-27 21:00:00,17.8,7.21,8.96,6.6,151.8
2022-04-27 22:00:00,17.8,7.19,8.98,6.9,151.4
2022-04-27 23:00:00,17.8,7.21,9.0,6.1,151.2
2022-04-28 00:00:00,17.8,7.19,9.02,5.5,151.5
2022-04-28 01:00:00,17.8,7.19,9.01,6.0,151.4
2022-04-28 02:00:00,17.8,7.21,9.0,7.1,152.6
2022-04-28 03:00:00,17.8,7.22,8.88,6.7,154.4
2022-04-28 04:00:00,17.8,7.21,8.85,6.4,154.1
2022-04-28 05:00:00,17.8,7.22,8.84,6.4,154.1
2022-04-28 06:00:00,17.8,7.23,8.89,6.1,153.9
2022-04-28 07:00:00,17.8,7.24,8.88,6.4,154.2
2022-04-28 08:00:00,17.8,7.23,8.93,6.5,154.7
2022-04-28 09:00:00,17.8,7.22,8.94,6.2,154.0
2022-04-28 10:00:00,17.8,7.24,8.9,8.9,153.7
2022-04-28 11:00:00,17.8,7.24,8.95,6.4,153.4
2022-04-28 12:00:00,17.8,7.22,8.98,6.4,154.8
2022-04-28 13:00:00,17.8,7.24,8.96,11.9,154.3
2022-04-28 14:00:00,18.0,7.38,9.3,8.3,164.4
2022-04-28 15:00:00,17.9,7.33,8.97,7.6,162.2
2022-04-28 16:00:00,17.9,7.31,8.89,7.5,159.7
2022-04-28 17:00:00,17.8,7.29,8.78,7.6,158.8
2022-04-28 18:00:00,17.8,7.31,8.79,7.0,159.0
2022-04-28 19:00:00,17.8,7.34,8.84,6.8,159.8
2022-04-28 20:00:00,17.8,7.3,8.88,6.3,159.0
2022-04-28 21:00:00,17.8,7.34,8.81,6.8,157.8
2022-04-28 22:00:00,17.8,7.3,8.86,6.5,157.4
2022-04-28 23:00:00,17.8,7.29,8.89,6.4,157.1
2022-04-29 00:00:00,17.8,7.27,8.97,6.2,156.7
2022-04-29 01:00:00,17.8,7.29,8.93,6.8,156.0
2022-04-29 02:00:00,17.8,7.3,8.91,6.6,156.4
2022-04-29 03:00:00,17.9,7.34,8.91,6.8,160.4
2022-04-29 04:00:00,17.8,7.24,8.89,6.2,159.9
2022-04-29 05:00:00,17.8,7.29,8.81,6.4,157.6
2022-04-29 06:00:00,17.8,7.3,8.79,6.4,158.3
2022-04-29 07:00:00,17.8,7.31,8.85,6.7,158.4
2022-04-29 08:00:00,17.8,7.26,8.87,5.9,159.1
2022-04-29 09:00:00,17.8,7.32,8.78,6.7,159.6
2022-04-29 10:00:00,17.8,7.31,8.8,6.4,157.8
2022-04-29 11:00:00,17.8,7.31,8.83,6.0,158.7
2022-04-29 12:00:00,17.8,7.31,8.93,6.5,161.4
2022-04-29 13:00:00,17.8,7.44,9.36,9.2,167.5
2022-04-29 14:00:00,17.8,7.44,9.39,13.7,167.9
2022-04-29 15:00:00,17.8,7.45,9.57,15.8,168.7
2022-04-29 16:00:00,17.8,7.49,9.68,11.8,170.3
2022-04-29 17:00:00,17.8,7.49,9.7,11.8,170.1
2022-04-29 18:00:00,17.7,7.47,9.7,11.0,169.8
2022-04-29 19:00:00,17.7,7.5,9.57,10.3,169.8
2022-04-29 20:00:00,17.7,7.47,9.54,8.8,169.2
2022-04-29 21:00:00,17.7,7.46,9.56,9.4,168.9
2022-04-29 22:00:00,17.6,7.44,9.53,9.5,168.6
2022-04-29 23:00:00,17.6,7.43,9.51,9.6,168.5
2022-04-30 00:00:00,17.6,7.4,9.48,8.7,167.9
2022-04-30 01:00:00,17.6,7.42,9.49,9.2,167.8
2022-04-30 02:00:00,17.6,7.4,9.51,10.1,168.8
2022-04-30 03:00:00,17.5,7.43,9.61,27.7,170.8
2022-04-30 04:00:00,17.5,7.43,9.56,15.2,171.7
2022-04-30 05:00:00,17.5,7.42,9.55,15.6,172.1
2022-04-30 06:00:00,17.6,7.42,9.48,13.7,171.4
2022-04-30 07:00:00,17.6,7.41,9.36,11.4,169.9
2022-04-30 08:00:00,17.5,7.42,9.4,9.7,172.2
2022-04-30 09:00:00,17.5,7.42,9.42,9.7,171.6
2022-04-30 10:00:00,17.5,7.43,9.4,9.8,171.3
2022-04-30 11:00:00,17.5,7.41,9.41,10.1,171.5
2022-04-30 12:00:00,17.5,7.4,9.41,9.1,171.3
2022-04-30 13:00:00,17.5,7.4,9.4,10.0,171.2
2022-04-30 14:00:00,17.5,7.4,9.39,9.4,170.9
2022-04-30 15:00:00,17.5,7.39,9.36,12.7,170.4
2022-04-30 16:00:00,17.5,7.41,9.4,12.1,173.0
2022-04-30 17:00:00,17.4,7.45,9.45,12.1,173.9
2022-04-30 18:00:00,17.4,7.44,9.43,10.9,173.3
2022-04-30 19:00:00,17.4,7.42,9.36,10.0,173.5
2022-04-30 20:00:00,17.4,7.4,9.37,8.6,174.1
2022-04-30 21:00:00,17.4,7.42,9.34,8.9,174.1
2022-04-30 22:00:00,17.4,7.4,9.32,8.9,173.6
2022-04-30 23:00:00,17.5,7.41,9.29,8.6,172.5
2022-05-01 00:00:00,17.5,7.36,9.28,7.9,171.7
2022-05-01 01:00:00,17.5,7.38,9.25,8.4,171.5
2022-05-01 02:00:00,17.5,7.39,9.23,8.5,171.3
2022-05-01 03:00:00,17.5,7.37,9.22,12.7,171.0
2022-05-01 04:00:00,17.6,7.36,9.07,10.3,172.8
2022-05-01 05:00:00,17.6,7.39,9.02,10.3,172.7
2022-05-01 06:00:00,17.6,7.39,8.94,8.5,168.7
2022-05-01 07:00:00,17.6,7.37,8.93,8.0,168.4
2022-05-01 08:00:00,17.6,7.36,8.98,7.8,168.2
2022-05-01 09:00:00,17.6,7.39,8.92,8.0,168.5
2022-05-01 10:00:00,17.6,7.41,8.89,8.1,168.5
2022-05-01 11:00:00,17.6,7.4,8.89,7.5,168.1
2022-05-01 12:00:00,17.6,7.38,8.97,7.3,168.4
2022-05-01 13:00:00,17.6,7.39,8.93,12.3,168.3
2022-05-01 14:00:00,17.6,7.42,8.84,7.4,167.9
2022-05-01 15:00:00,17.6,7.38,8.83,14.5,168.5
2022-05-01 16:00:00,17.8,7.37,9.02,9.9,174.9
2022-05-01 17:00:00,17.7,7.38,8.93,8.9,170.9
2022-05-01 18:00:00,17.7,7.38,8.88,7.8,168.7
2022-05-01 19:00:00,17.6,7.39,8.86,7.9,168.1
2022-05-01 20:00:00,17.6,7.38,8.92,7.8,168.4
2022-05-01 21:00:00,17.6,7.38,8.89,7.9,167.2
2022-05-01 22:00:00,17.6,7.36,8.86,7.3,166.9
2022-05-01 23:00:00,17.6,7.38,8.85,7.3,166.9
2022-05-02 00:00:00,17.6,7.34,8.88,7.1,167.0
2022-05-02 01:00:00,17.6,7.36,8.82,7.7,167.0
2022-05-02 02:00:00,17.6,7.39,8.83,7.6,166.8
2022-05-02 03:00:00,17.6,7.39,8.8,7.4,166.8
